Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E3,Some college or Associate degree,0.067
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,44-45,Retail Trade,2753
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,44-45,Retail Trade,2832
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,44-45,Retail Trade,2957
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,44-45,Retail Trade,3053
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,44-45,Retail Trade,2593
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,44-45,Retail Trade,2562
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,44-45,Retail Trade,2605
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,44-45,Retail Trade,2685
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,44-45,Retail Trade,2753
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,44-45,Retail Trade,2881
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,44-45,Retail Trade,2745
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,44-45,Retail Trade,2731
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,44-45,Retail Trade,2662
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q2,44-45,Retail Trade,3163
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,44-45,Retail Trade,2648
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,44-45,Retail Trade,2739
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,44-45,Retail Trade,3221
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,44-45,Retail Trade,2853
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q3,44-45,Retail Trade,3310
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,44-45,Retail Trade,2800
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,44-45,Retail Trade,2730
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,44-45,Retail Trade,2721
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,44-45,Retail Trade,2803
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,44-45,Retail Trade,2945
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q4,44-45,Retail Trade,3628
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q4,44-45,Retail Trade,0
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,44-45,Retail Trade,-273
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,44-45,Retail Trade,-338
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,44-45,Retail Trade,-447
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,44-45,Retail Trade,-380
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,44-45,Retail Trade,-535
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q1,44-45,Retail Trade,-1029
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q1,44-45,Retail Trade,-248
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,44-45,Retail Trade,99
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,44-45,Retail Trade,188
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,44-45,Retail Trade,260
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,44-45,Retail Trade,16
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,44-45,Retail Trade,-59
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q2,44-45,Retail Trade,106
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,44-45,Retail Trade,28
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,44-45,Retail Trade,-171
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,44-45,Retail Trade,-121
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,44-45,Retail Trade,108
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q3,44-45,Retail Trade,-69
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q3,44-45,Retail Trade,501
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,44-45,Retail Trade,-102
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q4,44-45,Retail Trade,19
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q3,44-45,Retail Trade,193
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q4,44-45,Retail Trade,103
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q4,44-45,Retail Trade,80
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q4,44-45,Retail Trade,118
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q4,44-45,Retail Trade,361
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q4,44-45,Retail Trade,4
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q1,44-45,Retail Trade,2629
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q1,44-45,Retail Trade,2505
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q1,44-45,Retail Trade,2673
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q1,44-45,Retail Trade,3532
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q1,44-45,Retail Trade,2318
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q2,44-45,Retail Trade,3282
Job change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q4,44-45,Retail Trade,0
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q1,44-45,Retail Trade,2625
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q1,44-45,Retail Trade,2340
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q2,44-45,Retail Trade,3233
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q2,44-45,Retail Trade,3311
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q2,44-45,Retail Trade,2953
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q2,44-45,Retail Trade,2928
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q2,44-45,Retail Trade,2415
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q2,44-45,Retail Trade,3074
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q3,44-45,Retail Trade,3399
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q3,44-45,Retail Trade,3433
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q3,44-45,Retail Trade,3274
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q3,44-45,Retail Trade,3381
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q3,44-45,Retail Trade,3024
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q3,44-45,Retail Trade,2922
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q3,44-45,Retail Trade,3601
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q4,44-45,Retail Trade,3647
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q4,44-45,Retail Trade,3340
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q4,44-45,Retail Trade,3345
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q4,44-45,Retail Trade,5808
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q4,44-45,Retail Trade,3053
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q4,44-45,Retail Trade,3065
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q4,44-45,Retail Trade,3788
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,44-45,Retail Trade,3138
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,44-45,Retail Trade,3192
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,44-45,Retail Trade,3231
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q1,44-45,Retail Trade,3069
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q1,44-45,Retail Trade,3275
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,44-45,Retail Trade,4769
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q1,44-45,Retail Trade,2811
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,44-45,Retail Trade,3448
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,44-45,Retail Trade,3309
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q2,44-45,Retail Trade,3418
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,44-45,Retail Trade,3158
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,44-45,Retail Trade,3198
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q2,44-45,Retail Trade,3205
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q2,44-45,Retail Trade,2816
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,44-45,Retail Trade,3883
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q3,44-45,Retail Trade,3675
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q3,44-45,Retail Trade,3630
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,44-45,Retail Trade,3376
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q3,44-45,Retail Trade,3625
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,44-45,Retail Trade,3935
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,44-45,Retail Trade,3765
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q3,44-45,Retail Trade,3026
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,44-45,Retail Trade,3642
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,44-45,Retail Trade,6037
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,44-45,Retail Trade,3529
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,44-45,Retail Trade,3235
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q4,44-45,Retail Trade,3102
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q4,44-45,Retail Trade,0
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,44-45,Retail Trade,12.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,44-45,Retail Trade,12.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q1,44-45,Retail Trade,12
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,44-45,Retail Trade,11.899999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q1,44-45,Retail Trade,12.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q1,44-45,Retail Trade,13.200000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,44-45,Retail Trade,13.200000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,44-45,Retail Trade,11.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,44-45,Retail Trade,11.700000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,44-45,Retail Trade,11.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,44-45,Retail Trade,11.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q2,44-45,Retail Trade,10.8
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q2,44-45,Retail Trade,10.9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q2,44-45,Retail Trade,11.700000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q3,44-45,Retail Trade,12.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q3,44-45,Retail Trade,11.700000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q3,44-45,Retail Trade,11.799999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q3,44-45,Retail Trade,11.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q3,44-45,Retail Trade,11.600000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q3,44-45,Retail Trade,11.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q4,44-45,Retail Trade,12
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q4,44-45,Retail Trade,11.899999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q4,44-45,Retail Trade,12.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q4,44-45,Retail Trade,12.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q4,44-45,Retail Trade,12.8
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q4,44-45,Retail Trade,14.7
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q1,44-45,Retail Trade,16566
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q1,44-45,Retail Trade,16325
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q1,44-45,Retail Trade,16184
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q1,44-45,Retail Trade,15901
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q1,44-45,Retail Trade,15596
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q1,44-45,Retail Trade,16164
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q2,44-45,Retail Trade,16239
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q2,44-45,Retail Trade,15880
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q2,44-45,Retail Trade,15831
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q2,44-45,Retail Trade,15430
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q2,44-45,Retail Trade,15001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q4,44-45,Retail Trade,0
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q2,44-45,Retail Trade,13974
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q3,44-45,Retail Trade,16336
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q3,44-45,Retail Trade,16104
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q3,44-45,Retail Trade,15992
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q3,44-45,Retail Trade,15502
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q3,44-45,Retail Trade,14883
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q3,44-45,Retail Trade,13345
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q4,44-45,Retail Trade,16299
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q4,44-45,Retail Trade,16040
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q4,44-45,Retail Trade,15994
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q4,44-45,Retail Trade,15603
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q4,44-45,Retail Trade,14793
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q4,44-45,Retail Trade,13796
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q1,44-45,Retail Trade,14163
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q2,44-45,Retail Trade,13520
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,48-49,Transportation and Warehousing,7450
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,48-49,Transportation and Warehousing,6194
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,48-49,Transportation and Warehousing,5347
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,48-49,Transportation and Warehousing,5037
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q3,44-45,Retail Trade,14122
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q4,44-45,Retail Trade,14315
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,48-49,Transportation and Warehousing,4512
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,48-49,Transportation and Warehousing,3813
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,48-49,Transportation and Warehousing,3275
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,48-49,Transportation and Warehousing,4648
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,48-49,Transportation and Warehousing,4659
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,48-49,Transportation and Warehousing,4428
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,48-49,Transportation and Warehousing,4060
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,48-49,Transportation and Warehousing,3429
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,48-49,Transportation and Warehousing,4416
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q2,48-49,Transportation and Warehousing,4142
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,48-49,Transportation and Warehousing,4583
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,48-49,Transportation and Warehousing,5019
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,48-49,Transportation and Warehousing,4452
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,48-49,Transportation and Warehousing,4282
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,48-49,Transportation and Warehousing,3764
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,48-49,Transportation and Warehousing,3416
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q3,48-49,Transportation and Warehousing,4228
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,48-49,Transportation and Warehousing,5117
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,48-49,Transportation and Warehousing,4898
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,48-49,Transportation and Warehousing,4688
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,48-49,Transportation and Warehousing,4458
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,48-49,Transportation and Warehousing,3981
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q4,48-49,Transportation and Warehousing,4000
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q4,48-49,Transportation and Warehousing,0
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,48-49,Transportation and Warehousing,-45
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,48-49,Transportation and Warehousing,-444
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,48-49,Transportation and Warehousing,-702
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,48-49,Transportation and Warehousing,-1039
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,48-49,Transportation and Warehousing,-1031
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q1,48-49,Transportation and Warehousing,-699
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q1,48-49,Transportation and Warehousing,-1951
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,48-49,Transportation and Warehousing,1849
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,48-49,Transportation and Warehousing,769
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,48-49,Transportation and Warehousing,1087
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,48-49,Transportation and Warehousing,729
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,48-49,Transportation and Warehousing,1789
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,48-49,Transportation and Warehousing,5236
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q2,48-49,Transportation and Warehousing,-10885
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,48-49,Transportation and Warehousing,2034
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,48-49,Transportation and Warehousing,309
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,48-49,Transportation and Warehousing,607
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,48-49,Transportation and Warehousing,419
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q3,48-49,Transportation and Warehousing,1363
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q3,48-49,Transportation and Warehousing,-1910
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q3,48-49,Transportation and Warehousing,-17
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q4,48-49,Transportation and Warehousing,-412
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q4,48-49,Transportation and Warehousing,-298
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q4,48-49,Transportation and Warehousing,171
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q4,48-49,Transportation and Warehousing,-1196
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q4,48-49,Transportation and Warehousing,2171
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q4,48-49,Transportation and Warehousing,868
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q4,48-49,Transportation and Warehousing,0
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q1,48-49,Transportation and Warehousing,1626
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q1,48-49,Transportation and Warehousing,1672
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q1,48-49,Transportation and Warehousing,1832
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q1,48-49,Transportation and Warehousing,2146
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q1,48-49,Transportation and Warehousing,1694
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q1,48-49,Transportation and Warehousing,3675
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q1,48-49,Transportation and Warehousing,5102
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q2,48-49,Transportation and Warehousing,3324
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q2,48-49,Transportation and Warehousing,2671
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q2,48-49,Transportation and Warehousing,3270
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q2,48-49,Transportation and Warehousing,3804
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q2,48-49,Transportation and Warehousing,4261
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q2,48-49,Transportation and Warehousing,13072
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q2,48-49,Transportation and Warehousing,5123
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q3,48-49,Transportation and Warehousing,3579
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q3,48-49,Transportation and Warehousing,3052
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q3,48-49,Transportation and Warehousing,3417
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q3,48-49,Transportation and Warehousing,5369
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q3,48-49,Transportation and Warehousing,4220
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q3,48-49,Transportation and Warehousing,9393
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q4,48-49,Transportation and Warehousing,3435
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q4,48-49,Transportation and Warehousing,4082
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q4,48-49,Transportation and Warehousing,4164
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q4,48-49,Transportation and Warehousing,4698
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q4,48-49,Transportation and Warehousing,8924
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q4,48-49,Transportation and Warehousing,11930
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q4,48-49,Transportation and Warehousing,2417
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q3,48-49,Transportation and Warehousing,2146
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,48-49,Transportation and Warehousing,1855
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,48-49,Transportation and Warehousing,2265
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q1,48-49,Transportation and Warehousing,3392
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,48-49,Transportation and Warehousing,4680
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q1,48-49,Transportation and Warehousing,7725
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,48-49,Transportation and Warehousing,2459
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q2,48-49,Transportation and Warehousing,2974
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,48-49,Transportation and Warehousing,3555
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,48-49,Transportation and Warehousing,2698
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q1,48-49,Transportation and Warehousing,2870
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,48-49,Transportation and Warehousing,2078
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,48-49,Transportation and Warehousing,3190
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q2,48-49,Transportation and Warehousing,8491
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q2,48-49,Transportation and Warehousing,16848
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,48-49,Transportation and Warehousing,2475
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,48-49,Transportation and Warehousing,3223
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q3,48-49,Transportation and Warehousing,3349
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q3,48-49,Transportation and Warehousing,3409
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,48-49,Transportation and Warehousing,4315
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q3,48-49,Transportation and Warehousing,12347
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q3,48-49,Transportation and Warehousing,2503
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,48-49,Transportation and Warehousing,4343
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,48-49,Transportation and Warehousing,4888
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,48-49,Transportation and Warehousing,4424
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,48-49,Transportation and Warehousing,6355
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,48-49,Transportation and Warehousing,7298
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q1,48-49,Transportation and Warehousing,8.4
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q4,48-49,Transportation and Warehousing,0
